Plate,Gene_name,gene_length,aligned_length,avg_read_depth,snp_count,indel_count
scORFeome-HIP-06_S150_L001_R1_001_sorted,YBR291C,900,892,19,3,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YNL027W,2037,38,1,1,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YPR054W,1167,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YDR310C,3189,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YNL098C,969,963,87,32,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YKR097W,1650,1629,48,16,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YDR395W,2835,251,1,1,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YBL005WB,5268,131,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YFL013C,2079,2071,39,27,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YBL059W,651,647,16,5,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YNL305C,894,251,1,1,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YMR268C,1335,1335,13,15,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YLR303W,1335,1323,53,19,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YIR026C,1095,1097,78,77,2
scORFeome-HIP-06_S150_L001_R1_001_sorted,smorf123208,111,111,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YDR475C,2631,1583,19,9,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YPL137C,3831,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YAL048C,1989,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YGR097W,3441,1253,1,3,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YNL301C,993,994,112,119,1
scORFeome-HIP-06_S150_L001_R1_001_sorted,YCL025C,1788,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YBR184W,1572,1550,46,20,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YDR272W,825,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YDR098CB,5268,593,4,9,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YLL018C,1674,1666,80,34,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YHR136C,447,439,16,4,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YOR061W,1020,1005,40,13,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YML020W,1995,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YDR244W,1839,1845,113,176,6
scORFeome-HIP-06_S150_L001_R1_001_sorted,YGL020C,708,708,45,8,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YGL144C,2058,2062,148,302,4
scORFeome-HIP-06_S150_L001_R1_001_sorted,YNL297C,4911,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YBR231C,912,913,63,74,1
scORFeome-HIP-06_S150_L001_R1_001_sorted,YLR038C,252,112,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YGL093W,2754,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YNL096C,918,428,26,63,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YBR170C,1743,1732,67,25,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YPL197C,414,363,54,27,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YDL178W,1593,1580,64,32,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YDR038C,3276,251,1,2,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YLR275W,423,423,29,3,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YBR166C,1359,1362,82,107,3
scORFeome-HIP-06_S150_L001_R1_001_sorted,YMR170C,1521,322,14,2,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YJL205C,305,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YIL047C,2709,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YER165W,1734,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YBL100C,315,251,40,10,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YIL057C,495,299,1,1,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YGL125W,1803,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YKR071C,1047,1029,20,6,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YGL112C,1551,1546,51,21,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YPL282C,495,371,11,43,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YLR353W,1812,1819,176,393,7
scORFeome-HIP-06_S150_L001_R1_001_sorted,YBR136W,7107,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YKL118W,312,311,18,1,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YIL148W,387,379,62,34,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YLR259C,1719,1715,32,21,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YLR232W,348,276,5,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YLR085C,1317,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YFR008W,666,664,68,8,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YLR155C,1089,249,1,3,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YPL147W,2613,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YDL159W,1548,1535,45,31,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YPL217C,3552,502,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YOR333C,417,351,12,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YDR144C,1791,1794,114,277,3
scORFeome-HIP-06_S150_L001_R1_001_sorted,YEL023C,2049,2035,53,45,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YOR275C,1986,1980,65,29,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YPL079W,904,892,40,14,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YLL011W,1470,1476,156,233,6
scORFeome-HIP-06_S150_L001_R1_001_sorted,YKL120W,975,968,42,10,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YDR379W,3030,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YHR122W,696,696,41,29,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YKR092C,1221,502,1,1,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YKL127W,1713,583,2,105,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YMR011W,1626,1599,22,8,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YIL135C,1311,1309,65,42,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YOR383C,615,590,15,2,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YKL168C,2205,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YDL169C,672,251,1,1,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YDR370C,1329,502,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YMR169C,1521,1516,79,32,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YLR053C,327,314,7,1,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YHL007C,2820,502,1,3,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YOR113W,2745,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YMR294W,1122,1112,21,5,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YDR023W,1389,1382,66,23,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YOR312C,932,929,19,5,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YKR044W,1332,1334,130,205,2
scORFeome-HIP-06_S150_L001_R1_001_sorted,YLR059C,810,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YOR283W,693,675,27,7,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YLR324W,1572,1567,55,24,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YMR068W,1281,251,1,1,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YKR099W,2436,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YFR006W,1608,1603,59,27,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YDR005C,1268,1268,60,95,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YKL150W,909,887,25,10,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YGR027WA,1323,633,2,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YHR043C,741,743,190,97,2
scORFeome-HIP-06_S150_L001_R1_001_sorted,YLR437C,402,36,19,1,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YDR202C,1056,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YLR392C,1557,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YGL076C,1662,1651,56,28,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YNR058W,1443,1438,104,39,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YLR213C,1269,1247,35,20,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YEL069C,1695,1641,27,11,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YOR323C,1371,251,1,1,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YPL113C,1191,1176,30,9,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YGL087C,499,411,8,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YMR240C,1311,1291,37,13,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YBR055C,2700,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YKR062W,987,988,73,70,1
scORFeome-HIP-06_S150_L001_R1_001_sorted,YBR245C,3390,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,smorf9824,54,54,1,1,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YMR105C,1710,1706,41,17,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YOR237W,1305,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YBR084CA,1076,1042,35,16,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YLR276C,1785,1742,38,19,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YPL279C,1128,1036,7,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YMR050C,5268,304,2,5,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YDR069C,2781,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YPL103C,1407,173,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YCR057C,2772,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YLR036C,612,601,26,7,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YPR035W,1113,41,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YDR294C,1770,1772,178,370,2
scORFeome-HIP-06_S150_L001_R1_001_sorted,YGR228W,345,250,1,1,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YLR166C,2616,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YFR031CA,912,915,139,128,3
scORFeome-HIP-06_S150_L001_R1_001_sorted,YHR214CB,5382,345,2,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YCL029C,1323,1324,56,101,1
scORFeome-HIP-06_S150_L001_R1_001_sorted,YHR152W,522,515,35,4,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YEL070W,1509,1035,1,3,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YDR240C,1479,1466,51,21,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YGR059W,1539,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YJR056C,711,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YOR205C,1671,1656,37,13,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YMR199W,1641,1629,55,29,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YBL043W,774,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YMR253C,1245,1247,89,118,2
scORFeome-HIP-06_S150_L001_R1_001_sorted,YFL038C,621,249,1,1,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YMR208W,1332,1331,79,36,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YJL196C,933,922,22,5,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YDR247W,1386,1380,42,21,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YJR131W,1650,1653,54,96,3
scORFeome-HIP-06_S150_L001_R1_001_sorted,YNL092W,1203,1207,122,159,4
scORFeome-HIP-06_S150_L001_R1_001_sorted,YNL158W,597,589,25,5,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YLR378C,1443,1437,77,26,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YKL015W,2940,502,1,1,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YDR111C,1524,1521,89,36,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YMR120C,1779,251,1,1,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YOR390W,1128,1119,10,5,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YNL110C,663,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YOL115W,1755,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YPL270W,2463,502,1,5,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YHR091C,1932,1928,34,21,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YIL066C,2610,2590,58,54,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YDL082W,600,83,1,4,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YGL158W,1539,1535,55,25,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YLR299W,1983,209,1,1,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YIL088C,1473,1446,20,6,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YKR055W,876,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YLR238W,1437,469,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YNR041C,1119,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YER069W,2592,249,1,5,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YJL117W,936,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YPR137CB,5268,408,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YDR196C,726,251,1,1,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YOR003W,1437,1421,41,19,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YHR118C,1308,251,1,1,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YJR161C,1152,73,1,2,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YJR015W,1533,1529,75,36,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YJL067W,351,321,59,15,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YKL172W,1284,39,19,2,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YMR290C,1518,1510,36,21,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YJR059W,2457,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YPL014W,1146,1144,59,19,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YDR342C,1713,311,5,72,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YEL036C,1503,37,1,1,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YBR260C,2001,2002,111,272,1
scORFeome-HIP-06_S150_L001_R1_001_sorted,YDR076W,1221,1208,25,5,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YPL132W,903,887,22,13,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YPL124W,762,174,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YKR052C,915,916,120,96,1
scORFeome-HIP-06_S150_L001_R1_001_sorted,YAL035W,3009,128,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YPL214C,1623,1624,107,195,1
scORFeome-HIP-06_S150_L001_R1_001_sorted,YFR038W,2562,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YJL110C,1656,1658,68,111,2
scORFeome-HIP-06_S150_L001_R1_001_sorted,YLR427W,2013,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YHR135C,1617,1620,66,147,3
scORFeome-HIP-06_S150_L001_R1_001_sorted,YDR261CC,1323,355,2,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YBR195C,1269,251,1,1,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YDR261CD,4815,702,2,1,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YIL039W,1422,1423,54,95,1
scORFeome-HIP-06_S150_L001_R1_001_sorted,YHR196W,1728,1684,16,8,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YGR122W,1209,235,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YOL104C,1059,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YOL087C,3351,250,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YDL124W,939,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YDR257C,1485,1478,53,20,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YNL246W,890,848,16,3,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YLL056C,897,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R1_001_sorted,YNL291C,1647,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YIL156W,3216,251,1,1,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YDR481C,1701,1678,1,7,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YBR012WB,5271,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YBR012WA,1323,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YKL059C,1326,1315,31,17,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YGL092W,3954,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YDR364C,1368,1365,18,12,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YJR084W,1272,1274,195,602,2
scORFeome-HIP-06_S150_L001_R2_001_sorted,YBR135W,453,43,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YHR092C,1731,630,8,143,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YDR488C,1602,1578,33,19,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YDR023W,1389,1365,27,11,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YEL042W,1557,1525,39,27,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YBL027W,954,956,97,261,2
scORFeome-HIP-06_S150_L001_R2_001_sorted,YJR052W,1698,1675,13,8,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YMR015C,1617,1598,27,11,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YJR028W,1323,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YNL232W,879,879,43,183,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YAR002W,1620,1611,28,14,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YLR465C,309,68,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YDL064W,584,584,21,53,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YNL054WA,1323,687,3,10,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YDR030C,1521,1486,13,9,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YDR363W,1371,1372,41,174,1
scORFeome-HIP-06_S150_L001_R2_001_sorted,YPL114W,420,354,2,1,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YEL051W,771,713,5,N/A,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YPL219W,1479,1441,14,7,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YHR060W,546,328,4,N/A,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YIL096C,1011,996,23,3,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YKR044W,1332,1333,128,511,1
scORFeome-HIP-06_S150_L001_R2_001_sorted,YBL008W,2523,615,1,15,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YOL144W,1455,1453,26,12,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YNR069C,1470,1472,13,73,2
scORFeome-HIP-06_S150_L001_R2_001_sorted,YJL103C,1857,1787,29,13,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YDR299W,1605,1589,21,9,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YOL116W,1149,1151,133,368,2
scORFeome-HIP-06_S150_L001_R2_001_sorted,YGL071W,2073,2074,95,593,1
scORFeome-HIP-06_S150_L001_R2_001_sorted,YNL249C,1629,1631,67,303,2
scORFeome-HIP-06_S150_L001_R2_001_sorted,YHR191C,402,250,1,3,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YDR239C,2364,2317,19,15,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YNR032W,1107,251,1,2,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YDR536W,1710,1680,29,21,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YGR225W,1782,1010,12,4,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YDR242W,1650,1624,23,13,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YGR279C,1161,1162,65,260,1
scORFeome-HIP-06_S150_L001_R2_001_sorted,YOR172W,2361,462,1,14,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YMR143W,621,621,44,72,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YML028W,591,580,16,4,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YAL054C,2142,2136,40,28,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YLR253W,1710,1641,21,8,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YNL189W,1629,1629,62,374,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YIL166C,1629,1629,52,289,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YOL102C,693,624,6,1,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YDR223W,1404,1397,25,13,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YCL057W,2139,2141,163,912,2
scORFeome-HIP-06_S150_L001_R2_001_sorted,YOR142WB,5268,567,3,10,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YGL122C,1578,1586,168,876,8
scORFeome-HIP-06_S150_L001_R2_001_sorted,YIL158W,615,605,7,2,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YBR029C,1374,1365,34,17,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YPL128C,1689,251,1,1,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YDL156W,1569,1529,26,15,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YOL086C,1047,1021,21,7,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YBL060W,2064,2065,90,545,1
scORFeome-HIP-06_S150_L001_R2_001_sorted,YBR240C,1353,1327,11,7,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YJL085W,1872,1813,19,13,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YML120C,1542,1518,19,7,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YBR191W,871,482,51,102,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YJR027W,5268,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YGR191W,1812,1804,36,15,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YGR160W,612,587,16,42,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YHL019WA,594,558,11,2,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YPL072W,1501,1466,11,4,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YIL133C,890,825,13,2,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YOR391C,714,712,57,104,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YKL080W,1179,1167,29,9,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YPL033C,846,762,5,3,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YPL113C,1191,1164,11,6,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YNL077W,1587,1589,121,564,2
scORFeome-HIP-06_S150_L001_R2_001_sorted,YAR010C,1323,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YKL214C,612,603,9,N/A,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YPL206C,966,967,47,134,1
scORFeome-HIP-06_S150_L001_R2_001_sorted,YMR074C,438,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YLR002C,1992,1990,16,9,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YPL214C,1623,1625,109,568,2
scORFeome-HIP-06_S150_L001_R2_001_sorted,YGR213C,954,955,92,252,1
scORFeome-HIP-06_S150_L001_R2_001_sorted,YBR236C,1311,1312,67,283,1
scORFeome-HIP-06_S150_L001_R2_001_sorted,YOL064C,1074,1074,37,151,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YDL158C,309,164,55,21,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YBL023C,2607,249,1,3,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YMR066W,2697,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YNL080C,1101,1043,8,2,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YOR382W,462,388,2,N/A,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YOR329C,2619,251,1,1,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YOR358W,729,249,1,5,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YJR008W,1017,958,12,5,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YDR316WB,5268,251,1,N/A,N/A
scORFeome-HIP-06_S150_L001_R2_001_sorted,YHR203C,1055,186,1,4,N/A
